,time_stats.all_reduce.min,time_stats.all_reduce.max,time_stats.all_reduce.mean,time_stats.all_reduce.median,time_stats.all_reduce.std,rank,num_workers,size,collective,devices_per_node,max_devices_per_node
42,0.02271900000000005,0.04975999999999999,0.04054366666666669,0.04915200000000004,0.012606386538400094,0,4,346112,all_reduce,4,4
43,0.04710300000000007,0.05247900000000004,0.04972733333333334,0.04959999999999991,0.0021965889212342054,0,4,354304,all_reduce,4,4
44,0.04703800000000001,0.04995100000000002,0.04893733333333337,0.049823000000000096,0.0013440477008731058,0,4,362496,all_reduce,4,4
45,0.04732699999999977,0.050912000000000034,0.04903433333333327,0.04886400000000003,0.0014685176955769109,0,4,370688,all_reduce,4,4
46,0.047582999999999855,0.053726999999999865,0.051476666666666615,0.05312000000000012,0.0027643675989677146,0,4,378880,all_reduce,4,4
47,0.022815999999999805,0.04886300000000006,0.04010599999999992,0.0486389999999999,0.012226218248774585,0,4,387072,all_reduce,4,4
48,0.04774399999999992,0.05139099999999985,0.04967433333333327,0.049888000000000036,0.0014965276104665865,0,4,395264,all_reduce,4,4
49,0.04819099999999992,0.053504000000000135,0.05037833333333333,0.04943999999999994,0.002268236368243542,0,4,403456,all_reduce,4,4
50,0.023103000000000064,0.049984000000000035,0.040213,0.04755199999999991,0.012139267715421129,0,4,411648,all_reduce,4,4
51,0.04799900000000003,0.05187099999999987,0.049823333333333275,0.04959999999999991,0.001588606167542905,0,4,419840,all_reduce,4,4
52,0.04777599999999996,0.052031000000000174,0.049258,0.04796699999999987,0.0019623569162278156,0,4,428032,all_reduce,4,4
53,0.04944000000000005,0.05551800000000003,0.05191366666666675,0.050783000000000134,0.0026069556105840093,0,4,436224,all_reduce,4,4
54,0.049888000000000036,0.05216000000000008,0.050901333333333354,0.05065599999999995,0.0009436232769961433,0,4,444416,all_reduce,4,4
55,0.047903999999999995,0.05155100000000016,0.049173,0.04806399999999985,0.0016827681559463366,0,4,452608,all_reduce,4,4
56,0.02364700000000016,0.04892900000000009,0.033226666666666765,0.02710400000000004,0.011192562004394793,0,4,460800,all_reduce,4,4
57,0.04502299999999991,0.05155099999999993,0.04902333333333331,0.050496000000000096,0.0028612650271437235,0,4,468992,all_reduce,4,4
58,0.03827099999999996,0.050815000000000055,0.045396333333333316,0.04710299999999995,0.005261338063860044,0,4,477184,all_reduce,4,4
59,0.04768000000000006,0.05283200000000011,0.0495890000000001,0.04825500000000011,0.0023051309434968595,0,4,485376,all_reduce,4,4
60,0.025375,0.05196800000000008,0.04258066666666673,0.05039900000000012,0.01218309386905573,0,4,493568,all_reduce,4,4
61,0.03139199999999994,0.051743999999999915,0.044117999999999984,0.049218000000000074,0.00905753741366826,0,4,501760,all_reduce,4,4
62,0.04803399999999988,0.05065599999999995,0.04969666666666656,0.05039999999999986,0.0011803189776026322,0,4,509952,all_reduce,4,4
63,0.02543900000000008,0.049024000000000005,0.04074600000000006,0.047775000000000095,0.010835687549328206,0,4,518144,all_reduce,4,4
64,0.048192000000000006,0.05180700000000002,0.04995166666666667,0.049856,0.0014773671025021416,0,4,526336,all_reduce,4,4
65,0.048991000000000215,0.054623000000000047,0.05235133333333344,0.05344000000000006,0.0024246996148434246,0,4,534528,all_reduce,4,4
66,0.04761500000000001,0.052255999999999976,0.049887666666666636,0.04979199999999992,0.0018958875376866387,0,4,542720,all_reduce,4,4
67,0.04844799999999998,0.05228600000000006,0.050527333333333334,0.050847999999999956,0.0015831785187471173,0,4,550912,all_reduce,4,4
68,0.04729600000000005,0.05145499999999993,0.048907,0.047970000000000027,0.001822598328394514,0,4,559104,all_reduce,4,4
69,0.025952,0.05177499999999998,0.042857999999999986,0.05084699999999998,0.011960349019433608,0,4,567296,all_reduce,4,4
70,0.04767999999999984,0.05455899999999997,0.05013199999999995,0.04815700000000004,0.0031364129192439113,0,4,575488,all_reduce,4,4
71,0.047807999999999996,0.05177500000000009,0.04924733333333339,0.048159000000000105,0.0017930652215937298,0,4,583680,all_reduce,4,4
72,0.03676700000000006,0.05126299999999992,0.046259999999999996,0.05075,0.006715830998469168,0,4,591872,all_reduce,4,4
73,0.04947199999999998,0.05244800000000009,0.05096533333333339,0.05097600000000011,0.001214970324283272,0,4,600064,all_reduce,4,4
74,0.048159000000000105,0.04991800000000012,0.0489056666666667,0.04863999999999987,0.0007422732351065938,0,4,608256,all_reduce,4,4
75,0.04790199999999982,0.05065499999999997,0.04891599999999994,0.04819100000000003,0.001235305900037209,0,4,616448,all_reduce,4,4
76,0.047583999999999835,0.05427099999999996,0.049994333333333245,0.04812799999999993,0.0030322040755126943,0,4,624640,all_reduce,4,4
77,0.04774299999999994,0.052319999999999936,0.049577999999999976,0.04867100000000005,0.0019755537620289145,0,4,632832,all_reduce,4,4
78,0.026527000000000044,0.05276699999999983,0.042526999999999975,0.04828700000000004,0.011460587535840611,0,4,641024,all_reduce,4,4
79,0.046368000000000166,0.05094399999999996,0.04890666666666671,0.049408000000000014,0.0019014810601796417,0,4,649216,all_reduce,4,4
80,0.047903999999999995,0.05014400000000001,0.04928933333333332,0.04981999999999994,0.0009884686248041513,0,4,657408,all_reduce,4,4
81,0.04854300000000012,0.05302400000000011,0.05014366666666675,0.04886400000000003,0.0020409148819967027,0,4,665600,all_reduce,4,4
82,0.041279999999999976,0.04854300000000012,0.04580199999999998,0.047582999999999855,0.00322146581543249,0,4,673792,all_reduce,4,4
83,0.027072000000000117,0.048799999999999955,0.041162666666666764,0.047616000000000214,0.009975323865530473,0,4,681984,all_reduce,4,4
84,0.04943700000000013,0.050272000000000164,0.04979066666666677,0.04966300000000001,0.00035263799505381885,0,4,690176,all_reduce,4,4
85,0.03910299999999995,0.051646999999999936,0.04632433333333328,0.04822299999999996,0.005294127900062689,0,4,698368,all_reduce,4,4
86,0.02905600000000004,0.04870399999999995,0.04175966666666667,0.047519000000000006,0.00899586632231095,0,4,706560,all_reduce,4,4
87,0.047519000000000006,0.04928199999999992,0.04821366666666662,0.04783999999999992,0.0007667082597412908,0,4,714752,all_reduce,4,4
88,0.04809600000000001,0.051743999999999915,0.049504666666666634,0.04867399999999998,0.0016009333388856115,0,4,722944,all_reduce,4,4
89,0.04864099999999985,0.049023000000000025,0.04882099999999995,0.04879899999999998,0.00015672481190509742,0,4,731136,all_reduce,4,4
90,0.028031999999999925,0.05030300000000011,0.042218,0.04831899999999996,0.010063664375696748,0,4,739328,all_reduce,4,4
91,0.04831999999999994,0.05212799999999993,0.04967466666666664,0.04857600000000002,0.001737913947492457,0,4,747520,all_reduce,4,4
92,0.05014400000000001,0.052288000000000015,0.051146333333333294,0.05100699999999984,0.0008808118729646966,0,4,755712,all_reduce,4,4
93,0.05017599999999993,0.052445999999999916,0.051327000000000005,0.051359000000000155,0.0009269998202085381,0,4,763904,all_reduce,4,4
94,0.042239000000000144,0.05385500000000002,0.04899100000000003,0.050878999999999903,0.004926545239820629,0,4,772096,all_reduce,4,4
95,0.03852699999999993,0.05129300000000012,0.04643033333333335,0.04947100000000001,0.005637784986637601,0,4,780288,all_reduce,4,4
96,0.04854300000000012,0.05155200000000013,0.05028200000000008,0.05075099999999998,0.0012723969506407836,0,4,788480,all_reduce,4,4
97,0.04755400000000009,0.050174999999999956,0.048597666666666706,0.04806400000000008,0.0011346101631054101,0,4,796672,all_reduce,4,4
98,0.030176000000000158,0.05030400000000009,0.043295666666666725,0.04940699999999992,0.009284230082361216,0,4,804864,all_reduce,4,4
99,0.03001500000000033,0.03408000000000016,0.031381000000000166,0.030048000000000002,0.0019085287527307478,0,4,813056,all_reduce,4,4
100,0.04819100000000003,0.05036799999999994,0.04959966666666666,0.05024000000000001,0.0009974475202011873,0,4,821248,all_reduce,4,4
101,0.04873599999999988,0.053152000000000046,0.05042099999999997,0.049375,0.0019486492757805909,0,4,829440,all_reduce,4,4
102,0.04569600000000014,0.052287000000000035,0.04908733333333339,0.049278999999999996,0.0026941754871491414,0,4,837632,all_reduce,4,4
103,0.04847900000000004,0.05715200000000004,0.0516156666666667,0.04921600000000001,0.003926324178612307,0,4,845824,all_reduce,4,4
104,0.048991000000000215,0.05180799999999999,0.050218000000000075,0.04985500000000002,0.0011783318717576185,0,4,854016,all_reduce,4,4
105,0.048480000000000016,0.052096,0.049823666666666676,0.04889499999999998,0.0016156898079630133,0,4,862208,all_reduce,4,4
106,0.0481909999999998,0.05401599999999985,0.050175999999999894,0.04832100000000003,0.002715808657962947,0,4,870400,all_reduce,4,4
107,0.031551999999999907,0.05126300000000015,0.04396733333333335,0.04908699999999999,0.00882379813660518,0,4,878592,all_reduce,4,4
108,0.048511999999999944,0.05120000000000027,0.04998366666666675,0.050239000000000034,0.0011121247931576014,0,4,886784,all_reduce,4,4
109,0.031295999999999824,0.047583000000000084,0.038111666666666606,0.035455999999999904,0.006909221679916177,0,4,894976,all_reduce,4,4
110,0.04825800000000004,0.05075200000000018,0.049515000000000094,0.049535000000000086,0.0010182694469867907,0,4,903168,all_reduce,4,4
111,0.03856000000000006,0.048735000000000125,0.0452263333333334,0.04838400000000002,0.004715987018170812,0,4,911360,all_reduce,4,4
112,0.051809999999999946,0.057663999999999764,0.054005333333333246,0.05254200000000003,0.002604270509929481,0,4,919552,all_reduce,4,4
113,0.04828800000000001,0.0513599999999999,0.0494933333333333,0.04883199999999999,0.0013384860435913244,0,4,927744,all_reduce,4,4
114,0.031903999999999995,0.05024099999999999,0.04355199999999998,0.04851099999999997,0.008266605631495103,0,4,935936,all_reduce,4,4
115,0.049055000000000064,0.05248000000000002,0.05047366666666669,0.049885999999999965,0.0014586912703592224,0,4,944128,all_reduce,4,4
116,0.03232000000000005,0.052031999999999926,0.04418033333333327,0.04818899999999985,0.008532010014579665,0,4,952320,all_reduce,4,4
117,0.047871999999999845,0.050496000000000096,0.04892799999999988,0.048415999999999716,0.0011307672911200488,0,4,960512,all_reduce,4,4
118,0.03241599999999994,0.04956700000000001,0.043349000000000006,0.04806400000000008,0.007755110959876766,0,4,968704,all_reduce,4,4
119,0.04809600000000001,0.05164800000000014,0.04973933333333336,0.049473999999999935,0.0014621849708190374,0,4,976896,all_reduce,4,4
120,0.04796699999999987,0.051455999999999905,0.04940733333333325,0.04879899999999998,0.001487914050683783,0,4,985088,all_reduce,4,4
121,0.04854099999999994,0.050912000000000034,0.04942833333333329,0.04883199999999988,0.0010558157457099251,0,4,993280,all_reduce,4,4
122,0.0487349999999999,0.05059100000000012,0.04941700000000004,0.04892500000000007,0.0008337593577686442,0,4,1001472,all_reduce,4,4
123,0.04819100000000003,0.05305499999999984,0.050398999999999965,0.04995100000000002,0.0020108293479722057,0,4,1009664,all_reduce,4,4
124,0.04534400000000005,0.05340699999999993,0.04894899999999999,0.04809600000000001,0.0033465105209256885,0,4,1017856,all_reduce,4,4
125,0.047872000000000074,0.05119900000000007,0.04913033333333336,0.04831999999999994,0.0014741579140497886,0,4,1026048,all_reduce,4,4
126,0.048,0.0507199999999998,0.04945066666666654,0.049631999999999836,0.001117813739204956,0,4,1034240,all_reduce,4,4
127,0.0488309999999999,0.055807000000000016,0.0513166666666666,0.0493119999999999,0.0031812115441902378,0,4,1042432,all_reduce,4,4
128,0.048159999999999856,0.05206299999999987,0.05049566666666658,0.05126400000000001,0.001683469499443234,0,4,1048576,all_reduce,4,4
129,0.04870400000000018,0.05379099999999994,0.05108233333333336,0.05075199999999996,0.0020898536365549255,0,4,1081344,all_reduce,4,4
130,0.048448000000000095,0.051363000000000054,0.049643666666666676,0.04911999999999989,0.001246321610001038,0,4,1114112,all_reduce,4,4
131,0.04889599999999996,0.05030400000000009,0.04950366666666673,0.04931100000000015,0.000590737580393303,0,4,1146880,all_reduce,4,4
132,0.04755199999999991,0.05244799999999987,0.04961033333333323,0.0488309999999999,0.002073358681517058,0,4,1179648,all_reduce,4,4
133,0.04809600000000001,0.05292699999999991,0.050410333333333335,0.050208000000000086,0.0019774300380937335,0,4,1212416,all_reduce,4,4
134,0.049246999999999846,0.050912000000000034,0.05010099999999996,0.05014400000000001,0.0006804131098091114,0,4,1245184,all_reduce,4,4
135,0.04870399999999995,0.054144000000000005,0.05053833333333333,0.04876700000000005,0.0025497210740697824,0,4,1277952,all_reduce,4,4
136,0.03846399999999994,0.049984000000000035,0.04579200000000003,0.04892800000000011,0.005199581521622736,0,4,1310720,all_reduce,4,4
137,0.046399,0.051838000000000196,0.049172333333333464,0.0492800000000002,0.0022217672145289913,0,4,1343488,all_reduce,4,4
138,0.048192000000000006,0.051103999999999816,0.04927966666666661,0.04854300000000001,0.0012979328008627113,0,4,1376256,all_reduce,4,4
139,0.04883199999999999,0.05039900000000012,0.04954600000000001,0.04940699999999992,0.0006472315402286447,0,4,1409024,all_reduce,4,4
140,0.0421099999999999,0.04975999999999999,0.04670833333333333,0.04825500000000011,0.0033090540776616662,0,4,1441792,all_reduce,4,4
141,0.05231799999999998,0.053855999999999994,0.052852333333333334,0.05238300000000004,0.0007101954347611262,0,4,1474560,all_reduce,4,4
142,0.05267100000000005,0.053151000000000066,0.05291633333333334,0.05292699999999991,0.0001961042806490727,0,4,1507328,all_reduce,4,4
143,0.052320000000000165,0.054399999999999976,0.053183000000000036,0.05282899999999995,0.0008852822525424102,0,4,1540096,all_reduce,4,4
144,0.052607999999999946,0.053118999999999916,0.052927333333333305,0.05305500000000007,0.00022730938290260256,0,4,1572864,all_reduce,4,4
145,0.05276800000000003,0.05363100000000009,0.053077000000000076,0.05283200000000011,0.00039260752242751976,0,4,1605632,all_reduce,4,4
146,0.054048000000000006,0.05609500000000003,0.054858666666666674,0.054432999999999995,0.0008882365800969033,0,4,1638400,all_reduce,4,4
147,0.05398300000000006,0.05420800000000008,0.05413266666666672,0.05420699999999999,0.00010583110233867961,0,4,1671168,all_reduce,4,4
148,0.05430399999999986,0.05481600000000003,0.05454999999999995,0.054529999999999974,0.0002095009944288944,0,4,1703936,all_reduce,4,4
149,0.05417499999999995,0.05497499999999991,0.05446333333333329,0.05424000000000001,0.0003627748000558107,0,4,1736704,all_reduce,4,4
150,0.05443100000000004,0.055327,0.05498600000000003,0.05520000000000005,0.0003958543503192282,0,4,1769472,all_reduce,4,4
151,0.0547829999999999,0.05500700000000006,0.05492199999999995,0.054975999999999886,9.90992768221609e-05,0,4,1802240,all_reduce,4,4
152,0.054399000000000114,0.05513499999999999,0.05469800000000002,0.05455999999999995,0.00031591876592985995,0,4,1835008,all_reduce,4,4
153,0.055807000000000016,0.05615899999999988,0.05596733333333328,0.05593599999999992,0.0001454013602258948,0,4,1867776,all_reduce,4,4
154,0.05548799999999983,0.056415999999999716,0.05596766666666656,0.05599900000000014,0.0003795017200956121,0,4,1900544,all_reduce,4,4
155,0.055519000000000006,0.05580999999999995,0.05563766666666659,0.055583999999999835,0.00012471389479747335,0,4,1933312,all_reduce,4,4
156,0.055807000000000016,0.05651099999999997,0.056105999999999996,0.056,0.0002970196402035655,0,4,1966080,all_reduce,4,4
157,0.05599900000000014,0.05782399999999984,0.05671400000000005,0.05631900000000019,0.0007956862865894026,0,4,1998848,all_reduce,4,4
158,0.05561500000000001,0.05708699999999999,0.05651099999999997,0.0568309999999999,0.0006421297895804522,0,4,2031616,all_reduce,4,4
159,0.056736000000000106,0.057663999999999986,0.05714033333333335,0.05702099999999996,0.000388137718972092,0,4,2064384,all_reduce,4,4
160,0.05862400000000002,0.059070999999999915,0.05889033333333335,0.05897600000000011,0.0001922781549965594,0,4,2097152,all_reduce,4,4
161,0.058495000000000116,0.058816000000000035,0.058708,0.05881299999999987,0.00015061872393556206,0,4,2129920,all_reduce,4,4
162,0.05939400000000001,0.05961699999999996,0.05947833333333332,0.05942399999999998,9.881407906881994e-05,0,4,2162688,all_reduce,4,4
163,0.058878999999999904,0.05948700000000008,0.05917766666666668,0.05916700000000003,0.00024832953017229207,0,4,2195456,all_reduce,4,4
164,0.05894399999999996,0.05990300000000002,0.059348666666666605,0.05919899999999984,0.00040556161334901413,0,4,2228224,all_reduce,4,4
165,0.05913700000000006,0.05987200000000007,0.059456000000000016,0.059358999999999926,0.00030780188433473285,0,4,2260992,all_reduce,4,4
166,0.05961599999999999,0.06016000000000008,0.059935999999999996,0.060031999999999926,0.00023222977127551186,0,4,2293760,all_reduce,4,4
167,0.06031999999999971,0.060894999999999984,0.06067133333333322,0.06079899999999998,0.0002515025955246185,0,4,2326528,all_reduce,4,4
168,0.06041500000000019,0.060864000000000036,0.06065000000000009,0.06067100000000005,0.0001839039604430602,0,4,2359296,all_reduce,4,4
169,0.060765999999999966,0.06143900000000008,0.06106533333333338,0.0609910000000001,0.00027973360343174695,0,4,2392064,all_reduce,4,4
170,0.06083200000000011,0.06102299999999991,0.06091699999999999,0.06089599999999996,7.937673882602397e-05,0,4,2424832,all_reduce,4,4
171,0.06140800000000013,0.06217499999999995,0.06171700000000002,0.061567999999999984,0.00033037655284028127,0,4,2457600,all_reduce,4,4
172,0.06159900000000005,0.062143999999999894,0.06187699999999996,0.06188799999999992,0.0002226312347058202,0,4,2490368,all_reduce,4,4
173,0.061375,0.06201500000000033,0.06170600000000006,0.06172799999999984,0.0002617416028581086,0,4,2523136,all_reduce,4,4
174,0.06252700000000004,0.06313700000000018,0.06291166666666675,0.06307100000000003,0.00027333170731227253,0,4,2555904,all_reduce,4,4
175,0.06319900000000007,0.06387200000000007,0.06353000000000004,0.063519,0.0002748611770815689,0,4,2588672,all_reduce,4,4
176,0.06374399999999991,0.06467200000000002,0.06409633333333332,0.06387300000000005,0.0004104504300833125,0,4,2621440,all_reduce,4,4
177,0.06393499999999995,0.06425599999999998,0.06411666666666667,0.0641590000000001,0.00013442304696577393,0,4,2654208,all_reduce,4,4
178,0.06396699999999998,0.06508699999999976,0.0643723333333333,0.0640630000000001,0.000506863119808582,0,4,2686976,all_reduce,4,4
179,0.06515200000000004,0.06537600000000021,0.0653010000000001,0.065375,0.00010535970134103972,0,4,2719744,all_reduce,4,4
180,0.06463999999999988,0.06521600000000012,0.06491833333333337,0.06489900000000011,0.00023554806067750615,0,4,2752512,all_reduce,4,4
181,0.06569499999999993,0.06588799999999992,0.06580199999999997,0.06582300000000009,8.017896648540675e-05,0,4,2785280,all_reduce,4,4
182,0.065952,0.06607899999999996,0.06603666666666663,0.06607899999999996,5.986837414044239e-05,0,4,2818048,all_reduce,4,4
183,0.06639999999999997,0.0665279999999999,0.06648533333333323,0.0665279999999998,6.0339778661194645e-05,0,4,2850816,all_reduce,4,4
184,0.0667829999999999,0.06700800000000004,0.06691133333333331,0.06694299999999999,9.454569735794398e-05,0,4,2883584,all_reduce,4,4
185,0.06713199999999996,0.06745500000000015,0.06730500000000002,0.06732799999999997,0.00013286333830928197,0,4,2916352,all_reduce,4,4
186,0.067231,0.06786999999999989,0.06750833333333328,0.06742399999999998,0.0002675996180033331,0,4,2949120,all_reduce,4,4
187,0.06710500000000014,0.06806299999999987,0.06752000000000002,0.06739200000000005,0.00040143824763788877,0,4,2981888,all_reduce,4,4
188,0.06764799999999992,0.06822299999999996,0.06798899999999997,0.068096,0.00024663468261110466,0,4,3014656,all_reduce,4,4
189,0.06774399999999992,0.06892799999999988,0.06839433333333327,0.06851099999999997,0.0004903552000562588,0,4,3047424,all_reduce,4,4
190,0.06847900000000004,0.06880000000000018,0.06867266666666676,0.06873900000000004,0.0001391889203764701,0,4,3080192,all_reduce,4,4
191,0.068,0.06857600000000003,0.06827700000000005,0.06825500000000011,0.00023566501649587848,0,4,3112960,all_reduce,4,4
192,0.06838099999999986,0.06915200000000005,0.06886233333333333,0.06905400000000009,0.0003426974694327654,0,4,3145728,all_reduce,4,4
193,0.06969499999999994,0.06994900000000007,0.06983333333333333,0.069856,0.00010492642925195957,0,4,3178496,all_reduce,4,4
194,0.06966300000000002,0.06988700000000017,0.06973800000000006,0.06966399999999999,0.00010535970134108841,0,4,3211264,all_reduce,4,4
195,0.07084699999999998,0.0711679999999999,0.07101800000000003,0.07103900000000021,0.00013188631468046686,0,4,3244032,all_reduce,4,4
196,0.07088000000000011,0.07171199999999998,0.07131733333333333,0.0713599999999999,0.00034099983708038594,0,4,3276800,all_reduce,4,4
197,0.07177600000000006,0.07212599999999998,0.07190299999999998,0.0718069999999999,0.00015819186662614863,0,4,3309568,all_reduce,4,4
198,0.07190300000000002,0.072894,0.07236133333333335,0.07228700000000003,0.00040797412771998256,0,4,3342336,all_reduce,4,4
199,0.07190300000000002,0.072702,0.07238300000000004,0.0725440000000001,0.0003454861309324445,0,4,3375104,all_reduce,4,4
200,0.07247900000000004,0.07347199999999998,0.07300233333333335,0.07305600000000004,0.00040716281209798134,0,4,3407872,all_reduce,4,4
201,0.07260799999999995,0.07340700000000004,0.07303399999999999,0.07308699999999999,0.0003283362098013111,0,4,3440640,all_reduce,4,4
202,0.07436699999999996,0.07471900000000005,0.07453766666666668,0.07452700000000005,0.00014390120067450999,0,4,3473408,all_reduce,4,4
203,0.07459199999999987,0.0748789999999999,0.07472999999999987,0.07471899999999983,0.00011742515346666853,0,4,3506176,all_reduce,4,4
204,0.07529600000000006,0.07616000000000009,0.07571266666666672,0.07568200000000001,0.0003533924478851133,0,4,3538944,all_reduce,4,4
205,0.0756139999999998,0.0764480000000001,0.07593466666666664,0.07574199999999996,0.0003667236319386882,0,4,3571712,all_reduce,4,4
206,0.07542799999999988,0.07593499999999995,0.07571299999999996,0.07577600000000007,0.00021172151520338443,0,4,3604480,all_reduce,4,4
207,0.07638299999999981,0.07788699999999972,0.07708699999999984,0.07699099999999999,0.0006177464420509489,0,4,3637248,all_reduce,4,4
208,0.07686300000000006,0.07811099999999987,0.07730033333333336,0.07692700000000013,0.0005738230466692424,0,4,3670016,all_reduce,4,4
209,0.07727800000000003,0.07756600000000004,0.07738466666666667,0.07730999999999995,0.0001288858237183623,0,4,3702784,all_reduce,4,4
210,0.0776629999999999,0.07833600000000002,0.07801499999999992,0.07804599999999982,0.00027562414021034217,0,4,3735552,all_reduce,4,4
211,0.07826999999999998,0.0786880000000001,0.07854866666666666,0.07868799999999988,0.0001970470896906586,0,4,3768320,all_reduce,4,4
212,0.07862300000000005,0.07913599999999997,0.0789636666666667,0.07913200000000006,0.00024089324514304462,0,4,3801088,all_reduce,4,4
213,0.07865499999999975,0.07958400000000006,0.07911466666666661,0.07910500000000002,0.00037932425296701295,0,4,3833856,all_reduce,4,4
